race_name,year,constructor_name,positionText
Italian Grand Prix,1966,Cooper-Maserati,4
Italian Grand Prix,1966,Eagle-Weslake,14
Italian Grand Prix,1966,Brabham-Climax,8
Italian Grand Prix,1966,Lotus-Climax,5
Italian Grand Prix,1966,Lotus-BRM,6
French Grand Prix,1966,BRM,3
Italian Grand Prix,1966,Brabham-BRM,9
German Grand Prix,1966,BRM,3
German Grand Prix,1966,Brabham-Repco,1
German Grand Prix,1966,Cooper-Maserati,4
German Grand Prix,1966,Eagle-Climax,6
German Grand Prix,1966,Brabham-Climax,10
German Grand Prix,1966,Lotus-Climax,5
German Grand Prix,1966,Lotus-BRM,7
German Grand Prix,1966,Brabham-BRM,8
Monaco Grand Prix,1966,Brabham-BRM,5
German Grand Prix,1966,Ferrari,2
French Grand Prix,1966,Brabham-Repco,2
Italian Grand Prix,1966,Eagle-Climax,7
French Grand Prix,1966,Eagle-Climax,5
Monaco Grand Prix,1966,Lotus-Climax,4
Monaco Grand Prix,1966,Brabham-Climax,8
Monaco Grand Prix,1966,Cooper-Maserati,3
Monaco Grand Prix,1966,Brabham-Repco,7
Monaco Grand Prix,1966,McLaren-Ford,9
Monaco Grand Prix,1966,BRM,1
Monaco Grand Prix,1966,Ferrari,2
Belgian Grand Prix,1966,McLaren-Serenissima,11
French Grand Prix,1966,Cooper-Maserati,4
Belgian Grand Prix,1966,Lotus-Climax,6
Belgian Grand Prix,1966,Lotus-BRM,7
Belgian Grand Prix,1966,Eagle-Climax,5
French Grand Prix,1966,Brabham-Climax,7
French Grand Prix,1966,Lotus-Climax,8
Belgian Grand Prix,1966,Brabham-Climax,9
French Grand Prix,1966,Brabham-BRM,6
Belgian Grand Prix,1966,Ferrari,1
Belgian Grand Prix,1966,BRM,2
French Grand Prix,1966,Lotus-BRM,9
Belgian Grand Prix,1966,Cooper-Maserati,3
Belgian Grand Prix,1966,Brabham-Repco,4
Dutch Grand Prix,1967,Brabham-Climax,9
Dutch Grand Prix,1967,Lotus-BRM,5
Belgian Grand Prix,1967,Ferrari,3
Belgian Grand Prix,1967,Honda,9
French Grand Prix,1967,Brabham-Repco,1
Belgian Grand Prix,1967,BRM,6
Belgian Grand Prix,1967,Lotus-Ford,4
Belgian Grand Prix,1967,Brabham-Repco,1
Belgian Grand Prix,1967,Eagle-Weslake,5
French Grand Prix,1967,Lotus-Ford,5
French Grand Prix,1967,BRM,3
French Grand Prix,1967,Ferrari,4
Belgian Grand Prix,1967,Brabham-Climax,11
Dutch Grand Prix,1967,Eagle-Weslake,14
Belgian Grand Prix,1967,Cooper-Maserati,2
Dutch Grand Prix,1967,McLaren-BRM,8
Monaco Grand Prix,1967,Matra,14
Dutch Grand Prix,1967,Brabham-Repco,1
Monaco Grand Prix,1967,Ferrari,5
Monaco Grand Prix,1967,Honda,6
Monaco Grand Prix,1967,BRM,9
French Grand Prix,1967,Cooper-Maserati,2
Monaco Grand Prix,1967,Brabham-Repco,1
Monaco Grand Prix,1967,Cooper-Maserati,2
Monaco Grand Prix,1967,Eagle-Climax,12
Dutch Grand Prix,1967,Cooper-Maserati,2
Monaco Grand Prix,1967,McLaren-BRM,7
Monaco Grand Prix,1967,Brabham-Climax,8
Monaco Grand Prix,1967,Lotus-Climax,11
Monaco Grand Prix,1967,Lotus-BRM,3
Dutch Grand Prix,1967,Ferrari,4
Dutch Grand Prix,1967,Honda,7
Dutch Grand Prix,1967,BRM,10
Dutch Grand Prix,1967,Lotus-Ford,3
Monaco Grand Prix,1967,Eagle-Weslake,13
French Grand Prix,1967,Eagle-Weslake,6
German Grand Prix,1967,Brabham-Ford,12
British Grand Prix,1967,Ferrari,4
Italian Grand Prix,1967,Honda,5
Italian Grand Prix,1967,Lotus-Ford,2
Italian Grand Prix,1967,Brabham-Repco,1
Italian Grand Prix,1967,Cooper-Maserati,3
Italian Grand Prix,1967,McLaren-BRM,10
Italian Grand Prix,1967,Eagle-Weslake,7
United States Grand Prix,1967,Ferrari,4
United States Grand Prix,1967,Honda,5
United States Grand Prix,1967,BRM,6
United States Grand Prix,1967,Lotus-Ford,2
United States Grand Prix,1967,McLaren-Ford,13
Italian Grand Prix,1967,Ferrari,4
United States Grand Prix,1967,Brabham-Repco,1
United States Grand Prix,1967,McLaren-BRM,10
United States Grand Prix,1967,Eagle-Weslake,7
Mexican Grand Prix,1967,Ferrari,5
Mexican Grand Prix,1967,Honda,4
Mexican Grand Prix,1967,BRM,6
Mexican Grand Prix,1967,Lotus-Ford,2
Mexican Grand Prix,1967,McLaren-Ford,12
Mexican Grand Prix,1967,Brabham-Repco,1
Mexican Grand Prix,1967,Cooper-Maserati,3
Mexican Grand Prix,1967,Eagle-Climax,17
Mexican Grand Prix,1967,McLaren-BRM,10
United States Grand Prix,1967,Cooper-Maserati,3
Canadian Grand Prix,1967,Lotus-BRM,8
Canadian Grand Prix,1967,Cooper-Climax,9
Canadian Grand Prix,1967,Eagle-Weslake,5
British Grand Prix,1967,Honda,9
British Grand Prix,1967,BRM,5
British Grand Prix,1967,Lotus-Ford,2
British Grand Prix,1967,Brabham-Repco,1
British Grand Prix,1967,Cooper-Maserati,3
British Grand Prix,1967,Eagle-Weslake,6
British Grand Prix,1967,Brabham-Climax,11
British Grand Prix,1967,Cooper-ATS,16
German Grand Prix,1967,Ferrari,4
German Grand Prix,1967,Honda,7
German Grand Prix,1967,Lola,13
German Grand Prix,1967,BRM,5
German Grand Prix,1967,Matra,17
German Grand Prix,1967,Lotus-Ford,3
German Grand Prix,1967,Brabham-Repco,1
German Grand Prix,1967,Cooper-Maserati,2
German Grand Prix,1967,Eagle-Weslake,6
German Grand Prix,1967,Protos,18
Canadian Grand Prix,1967,Ferrari,4
Canadian Grand Prix,1967,BRM,6
Canadian Grand Prix,1967,Lotus-Ford,2
Canadian Grand Prix,1967,Brabham-Repco,1
Canadian Grand Prix,1967,Cooper-Maserati,3
Canadian Grand Prix,1967,Eagle-Climax,16
Canadian Grand Prix,1967,McLaren-BRM,10
French Grand Prix,1967,Brabham-Climax,11
Mexican Grand Prix,1967,Lotus-BRM,8
Italian Grand Prix,1967,BRM,6
South African Grand Prix,1967,BRM,9
South African Grand Prix,1967,LDS-Climax,6
South African Grand Prix,1967,Lotus-BRM,7
South African Grand Prix,1967,Cooper-Climax,2
South African Grand Prix,1967,Honda,3
South African Grand Prix,1967,Eagle-Climax,8
South African Grand Prix,1967,Brabham-Repco,4
South African Grand Prix,1967,Brabham-Climax,5
South African Grand Prix,1967,Cooper-Maserati,1
Belgian Grand Prix,1968,Cooper-BRM,4
French Grand Prix,1968,Matra-Ford,4
French Grand Prix,1968,Brabham-Repco,9
French Grand Prix,1968,McLaren-Ford,2
French Grand Prix,1968,Lotus-Ford,1
French Grand Prix,1968,Matra,7
French Grand Prix,1968,BRM,5
French Grand Prix,1968,Honda,8
French Grand Prix,1968,Ferrari,3
Dutch Grand Prix,1968,Cooper-BRM,6
French Grand Prix,1968,Cooper-BRM,6
Dutch Grand Prix,1968,Brabham-Repco,8
Dutch Grand Prix,1968,McLaren-Ford,2
Dutch Grand Prix,1968,Lotus-Ford,1
Dutch Grand Prix,1968,Matra,7
Dutch Grand Prix,1968,BRM,3
Dutch Grand Prix,1968,Honda,11
Dutch Grand Prix,1968,Ferrari,5
Dutch Grand Prix,1968,McLaren-BRM,9
Dutch Grand Prix,1968,Matra-Ford,4
British Grand Prix,1968,Honda,7
British Grand Prix,1968,BRM,5
Italian Grand Prix,1968,Eagle-Weslake,12
Italian Grand Prix,1968,Cooper-BRM,6
Italian Grand Prix,1968,McLaren-BRM,10
Italian Grand Prix,1968,Matra-Ford,2
Italian Grand Prix,1968,Brabham-Repco,7
Italian Grand Prix,1968,McLaren-Ford,4
Italian Grand Prix,1968,Lotus-Ford,1
Italian Grand Prix,1968,Matra,8
Italian Grand Prix,1968,BRM,5
Italian Grand Prix,1968,Honda,9
Italian Grand Prix,1968,Ferrari,3
British Grand Prix,1968,Eagle-Weslake,13
British Grand Prix,1968,Cooper-BRM,6
British Grand Prix,1968,McLaren-BRM,10
British Grand Prix,1968,Matra-Ford,4
British Grand Prix,1968,Brabham-Repco,9
British Grand Prix,1968,McLaren-Ford,3
Belgian Grand Prix,1968,McLaren-BRM,8
British Grand Prix,1968,Matra,8
British Grand Prix,1968,Ferrari,2
British Grand Prix,1968,Lotus-Ford,1
Canadian Grand Prix,1968,Honda,9
Belgian Grand Prix,1968,McLaren-Ford,2
Canadian Grand Prix,1968,Ferrari,4
United States Grand Prix,1968,McLaren,14
United States Grand Prix,1968,Ferrari,4
United States Grand Prix,1968,Honda,7
United States Grand Prix,1968,BRM,5
United States Grand Prix,1968,Matra,9
United States Grand Prix,1968,Lotus-Ford,1
United States Grand Prix,1968,McLaren-Ford,3
United States Grand Prix,1968,Brabham-Repco,8
United States Grand Prix,1968,Matra-Ford,2
German Grand Prix,1968,Lotus-Ford,1
United States Grand Prix,1968,McLaren-BRM,10
German Grand Prix,1968,McLaren,14
German Grand Prix,1968,Ferrari,3
German Grand Prix,1968,Honda,8
German Grand Prix,1968,Lola,13
German Grand Prix,1968,BRM,5
German Grand Prix,1968,Eagle-Weslake,12
German Grand Prix,1968,Cooper-BRM,6
German Grand Prix,1968,Matra-Ford,2
German Grand Prix,1968,Brabham-Repco,7
German Grand Prix,1968,McLaren-Ford,4
United States Grand Prix,1968,Cooper-BRM,6
South African Grand Prix,1968,Ferrari,3
South African Grand Prix,1968,Honda,7
South African Grand Prix,1968,BRM,12
Belgian Grand Prix,1968,Lotus-Ford,1
Belgian Grand Prix,1968,Matra,11
Belgian Grand Prix,1968,BRM,3
Belgian Grand Prix,1968,Honda,10
Belgian Grand Prix,1968,Ferrari,5
Spanish Grand Prix,1968,Cooper-BRM,3
Spanish Grand Prix,1968,Matra-Ford,6
Spanish Grand Prix,1968,Brabham-Repco,4
Spanish Grand Prix,1968,McLaren-Ford,2
Spanish Grand Prix,1968,Lotus-Ford,1
Spanish Grand Prix,1968,BRM,10
Spanish Grand Prix,1968,Honda,9
Spanish Grand Prix,1968,Ferrari,5
South African Grand Prix,1968,LDS,10
South African Grand Prix,1968,Cooper-Climax,11
South African Grand Prix,1968,Brabham-Climax,8
South African Grand Prix,1968,Eagle-Weslake,9
South African Grand Prix,1968,Cooper-BRM,13
South African Grand Prix,1968,McLaren-BRM,4
South African Grand Prix,1968,Cooper-Maserati,6
South African Grand Prix,1968,Matra-Ford,5
South African Grand Prix,1968,Brabham-Repco,2
South African Grand Prix,1968,Lotus-Ford,1
Belgian Grand Prix,1968,Brabham-Repco,7
Belgian Grand Prix,1968,Matra-Ford,6
German Grand Prix,1968,Matra,9
Monaco Grand Prix,1968,Cooper-BRM,3
Monaco Grand Prix,1968,Eagle-Weslake,13
Mexican Grand Prix,1968,Cooper-BRM,7
Mexican Grand Prix,1968,Matra-Ford,3
Mexican Grand Prix,1968,Brabham-Repco,8
Mexican Grand Prix,1968,McLaren-Ford,2
Mexican Grand Prix,1968,Lotus-Ford,1
Mexican Grand Prix,1968,Matra,9
Mexican Grand Prix,1968,BRM,5
Mexican Grand Prix,1968,Honda,6
Mexican Grand Prix,1968,Ferrari,4
Canadian Grand Prix,1968,McLaren-BRM,10
Canadian Grand Prix,1968,Matra-Ford,3
Canadian Grand Prix,1968,Brabham-Repco,7
Canadian Grand Prix,1968,McLaren-Ford,2
Canadian Grand Prix,1968,Lotus-Ford,1
Canadian Grand Prix,1968,Cooper-BRM,6
Canadian Grand Prix,1968,BRM,5
Monaco Grand Prix,1968,McLaren-BRM,8
Canadian Grand Prix,1968,Matra,8
Monaco Grand Prix,1968,Brabham-Repco,5
Monaco Grand Prix,1968,McLaren-Ford,2
Monaco Grand Prix,1968,Lotus-Ford,1
Monaco Grand Prix,1968,Matra-Ford,7
Monaco Grand Prix,1968,Matra,11
Monaco Grand Prix,1968,BRM,4
Monaco Grand Prix,1968,Honda,10
British Grand Prix,1969,BRM,6
French Grand Prix,1969,Ferrari,5
French Grand Prix,1969,Brabham-Ford,4
French Grand Prix,1969,Lotus-Ford,2
French Grand Prix,1969,McLaren-Ford,3
French Grand Prix,1969,Matra-Ford,1
Italian Grand Prix,1969,Lotus-Ford,2
Italian Grand Prix,1969,Brabham-Ford,3
British Grand Prix,1969,Lotus-Ford,2
Italian Grand Prix,1969,Ferrari,5
British Grand Prix,1969,Matra-Ford,1
Monaco Grand Prix,1969,Cooper-Maserati,6
British Grand Prix,1969,McLaren-Ford,3
British Grand Prix,1969,Ferrari,5
British Grand Prix,1969,Brabham-Ford,4
Italian Grand Prix,1969,BRM,6
Mexican Grand Prix,1969,Matra-Ford,1
Canadian Grand Prix,1969,Matra-Ford,1
Mexican Grand Prix,1969,Lotus-Ford,3
Canadian Grand Prix,1969,Ferrari,5
Canadian Grand Prix,1969,Brabham-Ford,2
Canadian Grand Prix,1969,BRM,6
Canadian Grand Prix,1969,Lotus-Ford,3
Canadian Grand Prix,1969,McLaren-Ford,4
Dutch Grand Prix,1969,Matra-Ford,1
Canadian Grand Prix,1969,Brabham-Climax,10
Mexican Grand Prix,1969,McLaren-Ford,4
United States Grand Prix,1969,Ferrari,5
United States Grand Prix,1969,BRM,6
United States Grand Prix,1969,Lotus-Ford,2
United States Grand Prix,1969,McLaren-Ford,4
United States Grand Prix,1969,Matra-Ford,1
Mexican Grand Prix,1969,Ferrari,6
Mexican Grand Prix,1969,Brabham-Ford,2
Mexican Grand Prix,1969,BRM,5
United States Grand Prix,1969,Brabham-Ford,3
Dutch Grand Prix,1969,McLaren-Ford,3
South African Grand Prix,1969,Lotus-Ford,2
Dutch Grand Prix,1969,BRM,6
German Grand Prix,1969,Brabham-Ford,3
German Grand Prix,1969,BRM,6
German Grand Prix,1969,Lotus-Ford,2
German Grand Prix,1969,McLaren-Ford,4
German Grand Prix,1969,Matra-Ford,1
Monaco Grand Prix,1969,Ferrari,8
Monaco Grand Prix,1969,Brabham-Ford,4
Monaco Grand Prix,1969,BRM,5
Monaco Grand Prix,1969,Lotus-Ford,2
Monaco Grand Prix,1969,McLaren-Ford,3
German Grand Prix,1969,BRM-Ford,9
Monaco Grand Prix,1969,Matra-Ford,1
Dutch Grand Prix,1969,Lotus-Ford,2
South African Grand Prix,1969,Ferrari,6
Italian Grand Prix,1969,McLaren-Ford,4
South African Grand Prix,1969,Brabham-Repco,5
Dutch Grand Prix,1969,Brabham-Ford,4
Dutch Grand Prix,1969,Ferrari,5
South African Grand Prix,1969,BRM,4
Italian Grand Prix,1969,Matra-Ford,1
Spanish Grand Prix,1969,Matra-Ford,1
Spanish Grand Prix,1969,McLaren-Ford,2
Spanish Grand Prix,1969,Lotus-Ford,3
Spanish Grand Prix,1969,BRM,4
Spanish Grand Prix,1969,Brabham-Ford,5
South African Grand Prix,1969,McLaren-Ford,3
South African Grand Prix,1969,Brabham-Ford,7
South African Grand Prix,1969,Matra-Ford,1
Spanish Grand Prix,1969,Ferrari,7
French Grand Prix,1970,Matra,5
British Grand Prix,1970,Surtees,10
British Grand Prix,1970,March,2
British Grand Prix,1970,Brabham,3
British Grand Prix,1970,Team Lotus,1
French Grand Prix,1970,McLaren-Alfa Romeo,9
French Grand Prix,1970,McLaren-Ford,4
British Grand Prix,1970,BRM,6
French Grand Prix,1970,Bellasi,10
French Grand Prix,1970,Ferrari,7
French Grand Prix,1970,March,2
Spanish Grand Prix,1970,McLaren-Ford,2
Spanish Grand Prix,1970,De Tomaso,8
Spanish Grand Prix,1970,Matra,5
Spanish Grand Prix,1970,BRM,6
Spanish Grand Prix,1970,March,1
Spanish Grand Prix,1970,Brabham,3
Spanish Grand Prix,1970,Team Lotus,4
Spanish Grand Prix,1970,McLaren-Alfa Romeo,9
Spanish Grand Prix,1970,Ferrari,7
South African Grand Prix,1970,De Tomaso,8
South African Grand Prix,1970,Matra,4
South African Grand Prix,1970,BRM,6
South African Grand Prix,1970,March,3
South African Grand Prix,1970,Brabham,1
South African Grand Prix,1970,Team Lotus,5
South African Grand Prix,1970,Ferrari,7
South African Grand Prix,1970,McLaren-Ford,2
Belgian Grand Prix,1970,Ferrari,7
Belgian Grand Prix,1970,Team Lotus,4
Belgian Grand Prix,1970,Brabham,2
French Grand Prix,1970,Brabham,3
French Grand Prix,1970,Team Lotus,1
British Grand Prix,1970,Matra,5
Dutch Grand Prix,1970,Bellasi,10
Dutch Grand Prix,1970,McLaren-Alfa Romeo,9
Dutch Grand Prix,1970,McLaren-Ford,4
Dutch Grand Prix,1970,De Tomaso,8
Dutch Grand Prix,1970,Matra,5
Dutch Grand Prix,1970,BRM,6
Dutch Grand Prix,1970,March,1
Dutch Grand Prix,1970,Brabham,3
Dutch Grand Prix,1970,Team Lotus,2
Dutch Grand Prix,1970,Ferrari,7
Belgian Grand Prix,1970,De Tomaso,8
Belgian Grand Prix,1970,Matra,5
Belgian Grand Prix,1970,BRM,6
Belgian Grand Prix,1970,March,1
French Grand Prix,1970,BRM,6
British Grand Prix,1970,McLaren-Ford,4
British Grand Prix,1970,Ferrari,7
United States Grand Prix,1970,Ferrari,2
Monaco Grand Prix,1970,Matra,5
Monaco Grand Prix,1970,De Tomaso,7
Monaco Grand Prix,1970,McLaren-Ford,2
Canadian Grand Prix,1970,Surtees,8
Canadian Grand Prix,1970,March,3
Canadian Grand Prix,1970,Brabham,4
Canadian Grand Prix,1970,Team Lotus,1
Canadian Grand Prix,1970,Tyrrell,11
Canadian Grand Prix,1970,Ferrari,2
Italian Grand Prix,1970,Bellasi,11
Italian Grand Prix,1970,McLaren-Alfa Romeo,8
Italian Grand Prix,1970,McLaren-Ford,5
Italian Grand Prix,1970,De Tomaso,10
Italian Grand Prix,1970,Matra,6
Italian Grand Prix,1970,BRM,7
Monaco Grand Prix,1970,BRM,6
Italian Grand Prix,1970,Surtees,9
Canadian Grand Prix,1970,BRM,7
Monaco Grand Prix,1970,Brabham,1
British Grand Prix,1970,McLaren-Alfa Romeo,9
Canadian Grand Prix,1970,De Tomaso,10
Canadian Grand Prix,1970,McLaren-Ford,5
Canadian Grand Prix,1970,McLaren-Alfa Romeo,9
Mexican Grand Prix,1970,Ferrari,2
Mexican Grand Prix,1970,Tyrrell,11
Mexican Grand Prix,1970,Team Lotus,1
Mexican Grand Prix,1970,Brabham,4
Mexican Grand Prix,1970,March,3
Mexican Grand Prix,1970,Surtees,8
Mexican Grand Prix,1970,BRM,6
Mexican Grand Prix,1970,Matra,7
Mexican Grand Prix,1970,McLaren-Ford,5
Monaco Grand Prix,1970,Ferrari,8
Monaco Grand Prix,1970,Team Lotus,3
Monaco Grand Prix,1970,March,4
Italian Grand Prix,1970,March,2
Canadian Grand Prix,1970,Matra,6
Italian Grand Prix,1970,Team Lotus,1
United States Grand Prix,1970,Tyrrell,11
German Grand Prix,1970,Matra,6
German Grand Prix,1970,BRM,7
Italian Grand Prix,1970,Brabham,3
German Grand Prix,1970,Surtees,8
German Grand Prix,1970,March,2
German Grand Prix,1970,Brabham,3
German Grand Prix,1970,De Tomaso,9
United States Grand Prix,1970,Team Lotus,1
United States Grand Prix,1970,March,3
United States Grand Prix,1970,Surtees,8
United States Grand Prix,1970,BRM,6
United States Grand Prix,1970,Matra,7
United States Grand Prix,1970,De Tomaso,10
United States Grand Prix,1970,McLaren-Ford,5
United States Grand Prix,1970,McLaren-Alfa Romeo,9
